@RELATION FEATURE_VALUES_MIPVerifySDP_cleanARPsamplefeatureset

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE n_vars NUMERIC
@ATTRIBUTE n_constr NUMERIC
@ATTRIBUTE n_nzcnt NUMERIC
@ATTRIBUTE lp_avg NUMERIC
@ATTRIBUTE lp_l2_avg NUMERIC
@ATTRIBUTE lp_linf NUMERIC
@ATTRIBUTE num_i_variables NUMERIC
@ATTRIBUTE num_c_variables NUMERIC
@ATTRIBUTE ratio_i_variables NUMERIC
@ATTRIBUTE ratio_c_variables NUMERIC
@ATTRIBUTE rhs_c_0_avg NUMERIC
@ATTRIBUTE rhs_c_0_varcoef NUMERIC
@ATTRIBUTE rhs_c_1_avg NUMERIC
@ATTRIBUTE rhs_c_1_varcoef NUMERIC
@ATTRIBUTE rhs_c_2_avg NUMERIC
@ATTRIBUTE rhs_c_2_varcoef NUMERIC
@ATTRIBUTE vcg_constr_deg0_avg NUMERIC
@ATTRIBUTE vcg_constr_deg0_varcoef NUMERIC
@ATTRIBUTE vcg_constr_weight0_avg NUMERIC
@ATTRIBUTE vcg_constr_weight0_varcoef NUMERIC
@ATTRIBUTE vcg_var_weight0_avg NUMERIC
@ATTRIBUTE vcg_var_weight0_varcoef NUMERIC
@ATTRIBUTE A_ij_normalized0_avg NUMERIC
@ATTRIBUTE A_ij_normalized0_varcoef NUMERIC
@ATTRIBUTE a_normalized_varcoefs0_avg NUMERIC
@ATTRIBUTE a_normalized_varcoefs0_varcoef NUMERIC
@ATTRIBUTE vcg_constr_deg1_avg NUMERIC
@ATTRIBUTE vcg_constr_deg1_varcoef NUMERIC
@ATTRIBUTE vcg_var_deg1_avg NUMERIC
@ATTRIBUTE vcg_var_deg1_varcoef NUMERIC
@ATTRIBUTE vcg_var_deg1_q90mq10 NUMERIC
@ATTRIBUTE vcg_constr_weight1_avg NUMERIC
@ATTRIBUTE vcg_constr_weight1_varcoef NUMERIC
@ATTRIBUTE vcg_var_weight1_avg NUMERIC
@ATTRIBUTE vcg_var_weight1_varcoef NUMERIC
@ATTRIBUTE A_ij_normalized1_avg NUMERIC
@ATTRIBUTE A_ij_normalized1_varcoef NUMERIC
@ATTRIBUTE a_normalized_varcoefs1_avg NUMERIC
@ATTRIBUTE a_normalized_varcoefs1_varcoef NUMERIC
@ATTRIBUTE obj_coefs1_avg NUMERIC
@ATTRIBUTE obj_coefs1_std NUMERIC
@ATTRIBUTE obj_coef_per_constr1_avg NUMERIC
@ATTRIBUTE obj_coef_per_constr1_std NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr1_avg NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr1_std NUMERIC
@ATTRIBUTE vcg_constr_deg2_avg NUMERIC
@ATTRIBUTE vcg_constr_deg2_varcoef NUMERIC
@ATTRIBUTE vcg_var_deg2_avg NUMERIC
@ATTRIBUTE vcg_var_deg2_varcoef NUMERIC
@ATTRIBUTE vcg_var_deg2_q90mq10 NUMERIC
@ATTRIBUTE vcg_constr_weight2_avg NUMERIC
@ATTRIBUTE vcg_constr_weight2_varcoef NUMERIC
@ATTRIBUTE vcg_var_weight2_avg NUMERIC
@ATTRIBUTE vcg_var_weight2_varcoef NUMERIC
@ATTRIBUTE A_ij_normalized2_avg NUMERIC
@ATTRIBUTE A_ij_normalized2_varcoef NUMERIC
@ATTRIBUTE a_normalized_varcoefs2_avg NUMERIC
@ATTRIBUTE a_normalized_varcoefs2_varcoef NUMERIC
@ATTRIBUTE obj_coefs2_avg NUMERIC
@ATTRIBUTE obj_coefs2_std NUMERIC
@ATTRIBUTE obj_coef_per_constr2_avg NUMERIC
@ATTRIBUTE obj_coef_per_constr2_std NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr2_avg NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr2_std NUMERIC
@ATTRIBUTE mipgap NUMERIC
@ATTRIBUTE nodecnt NUMERIC
@ATTRIBUTE pre_t NUMERIC
@ATTRIBUTE new_row NUMERIC
@ATTRIBUTE new_col NUMERIC
@ATTRIBUTE new_nonzero NUMERIC
@ATTRIBUTE clique_table NUMERIC
@ATTRIBUTE cliqueCuts NUMERIC
@ATTRIBUTE impliedBoundCuts NUMERIC
@ATTRIBUTE flowCuts NUMERIC
@ATTRIBUTE mixedIntegerRoundingCuts NUMERIC
@ATTRIBUTE gomoryFractionalCuts NUMERIC

@DATA
mip2684, 1, 2955.0, 4340.0, 492733.0, 0.125741, 0.218103, 0.499916, 305.0, 2650.0, 0.103215, 0.896785, 0.493362, 1.81577, 0.100842, 2.71851, 0.000417607, 233.632, 0.140553, 2.63714, 0.020693, 22.1967, 0.294451, 5.0701, 1.23242, 1.49942, 0.000651711, 65.8711, 113.392, 2.43629, 185.707, 1.49052, 609.0, 0.636127, 1.3911, 1.04181, 14.6812, 0.00880454, 155.154, 2.11678, 3.33117, 0.000377358, 0.0194221, 4.81325e-07, 2.4773e-05, 1.34771e-05, 0.000693645, 113.533, 2.43454, 166.746, 1.60735, 610.0, 0.65682, 1.50859, 0.96467, 15.0247, 0.00979847, 139.508, 2.15018, 3.27742, 0.000338409, 0.0183928, 4.31645e-07, 2.34602e-05, 1.20861e-05, 0.000656886, 1.0, 0.0, 0.25, 1922.0, 1502.0, 488193.0, 73.0, 0.0, 0.0, 0.0, 72.0, 37.0
mip8570, 1, 2945.0, 4320.0, 484768.0, 0.141746, 0.224605, 0.499278, 300.0, 2645.0, 0.101868, 0.898132, 0.515766, 1.96104, 0.147141, 2.15512, 6.61262e-05, 1560.87, 0.138889, 2.65782, 0.0164984, 30.6192, 0.237577, 7.08696, 1.28088, 2.8726, 0.000654729, 65.7191, 112.076, 2.45253, 183.05, 1.48818, 599.0, 0.63493, 1.36415, 1.03701, 14.7629, 0.00929326, 129.666, 2.09517, 3.34814, 0.000378072, 0.0194404, 4.82234e-07, 2.47964e-05, 1.35026e-05, 0.0006943, 112.215, 2.45078, 164.607, 1.60326, 600.0, 0.651428, 1.5284, 0.955576, 15.1956, 0.0103303, 117.097, 2.12948, 3.29425, 0.000339559, 0.018424, 4.3311e-07, 2.35e-05, 1.21271e-05, 0.000658, 1.0, 0.0, 0.25, 2031.0, 1554.0, 480481.0, 87.0, 0.0, 0.0, 0.0, 96.0, 49.0
mip9268, 1, 2963.0, 4356.0, 499105.0, 0.125452, 0.208312, 0.496302, 309.0, 2654.0, 0.104286, 0.895714, 0.47187, 1.86457, 0.104813, 2.63908, 0.00170674, 57.5191, 0.141873, 2.62102, 0.0151432, 29.9464, 0.213475, 6.86805, 1.53375, 5.08894, 0.000649318, 65.9924, 114.437, 2.42358, 187.825, 1.49238, 617.0, 0.641392, 1.38047, 1.05271, 14.5167, 0.00744938, 207.523, 2.13685, 3.31448, 0.00037679, 0.0194074, 4.80599e-07, 2.47544e-05, 1.34568e-05, 0.000693122, 114.579, 2.42185, 168.446, 1.6106, 618.0, 0.656535, 1.51091, 0.965192, 14.9951, 0.00867524, 180.012, 2.1701, 3.2629, 0.000337496, 0.018368, 4.30479e-07, 2.34285e-05, 1.20534e-05, 0.000655998, 1.0, 0.0, 0.25, 1958.0, 1522.0, 494609.0, 224.0, 0.0, 76.0, 0.0, 57.0, 28.0
mip1276, 1, 3007.0, 4444.0, 534151.0, 0.126141, 0.20342, 0.499759, 331.0, 2676.0, 0.110076, 0.889924, 0.494172, 1.89874, 0.0719121, 3.15116, 0.0010798, 90.5666, 0.148965, 2.53833, 0.0189755, 25.5013, 0.254765, 6.00095, 1.14399, 0.98564, 0.00063646, 66.6558, 120.047, 2.35803, 199.361, 1.50251, 661.0, 0.645969, 1.36581, 1.07275, 14.1902, 0.00786629, 168.601, 2.24841, 3.22328, 0.000373692, 0.0193275, 4.76648e-07, 2.46524e-05, 1.33461e-05, 0.000690268, 120.196, 2.35632, 177.636, 1.62832, 662.0, 0.664944, 1.50241, 0.982711, 14.6244, 0.00878225, 151.044, 2.28348, 3.17304, 0.000332557, 0.0182331, 4.2418e-07, 2.32565e-05, 1.1877e-05, 0.000651183, 1.0, 0.0, 0.27, 1964.0, 1536.0, 529513.0, 35.0, 0.0, 0.0, 0.0, 29.0, 14.0
mip7068, 1, 2933.0, 4296.0, 475210.0, 0.146829, 0.22888, 0.499703, 294.0, 2639.0, 0.100239, 0.899761, 0.479006, 1.93331, 0.149514, 2.2006, -0.000973066, -108.502, 0.136872, 2.68342, 0.01283, 36.9117, 0.187475, 8.4293, 1.21016, 1.25369, 0.000658386, 65.5362, 110.48, 2.47259, 179.849, 1.48536, 587.0, 0.629802, 1.4012, 1.02525, 14.9468, 0.00902167, 159.068, 2.05973, 3.38065, 0.000378931, 0.0194625, 4.83331e-07, 2.48246e-05, 1.35333e-05, 0.000695088, 110.617, 2.47083, 162.022, 1.59834, 588.0, 0.642632, 1.55009, 0.94127, 15.4543, 0.00999168, 143.672, 2.09323, 3.32593, 0.000340948, 0.0184616, 4.34882e-07, 2.3548e-05, 1.21767e-05, 0.000659344, 1.0, 0.0, 0.24, 1985.0, 1528.0, 470873.0, 183.0, 0.0, 10.0, 0.0, 54.0, 28.0
mip7995, 1, 2889.0, 4208.0, 440164.0, 0.196708, 0.293368, 0.499246, 272.0, 2617.0, 0.0941502, 0.90585, 0.512768, 1.82472, 0.166959, 2.07001, 0.00208476, 41.897, 0.129278, 2.78551, 0.0161785, 28.2163, 0.250291, 6.15674, 1.08348, 0.739862, 0.000672155, 64.8614, 104.472, 2.55187, 167.986, 1.47487, 543.0, 0.632481, 1.35075, 1.017, 15.1292, 0.00843324, 124.72, 1.94461, 3.48475, 0.000382117, 0.0195441, 4.87394e-07, 2.49287e-05, 1.3647e-05, 0.000698003, 104.602, 2.55008, 152.359, 1.58007, 543.0, 0.64866, 1.49637, 0.944812, 15.5095, 0.00930123, 113.11, 1.97587, 3.42894, 0.000346141, 0.0186016, 4.41506e-07, 2.37266e-05, 1.23622e-05, 0.000664344, 1.0, 0.0, 0.23, 1943.0, 1496.0, 435897.0, 309.0, 3.0, 289.0, 0.0, 77.0, 38.0
mip6460, 1, 2955.0, 4340.0, 492733.0, 0.128562, 0.212257, 0.499894, 305.0, 2650.0, 0.103215, 0.896785, 0.523328, 1.86309, 0.158896, 2.09759, 0.000783095, 125.077, 0.140553, 2.63714, 0.018387, 26.873, 0.261638, 6.11307, 1.17395, 0.982448, 0.000651711, 65.8711, 113.392, 2.43629, 185.707, 1.49052, 609.0, 0.643296, 1.34737, 1.05355, 14.5161, 0.0062904, 220.26, 2.11885, 3.32801, 0.000377358, 0.0194221, 4.81325e-07, 2.4773e-05, 1.34771e-05, 0.000693645, 113.533, 2.43454, 166.746, 1.60735, 610.0, 0.661683, 1.50086, 0.971812, 14.9142, 0.00723687, 191.485, 2.15109, 3.27682, 0.000338409, 0.0183928, 4.31645e-07, 2.34602e-05, 1.20861e-05, 0.000656886, 1.0, 0.0, 0.25, 2064.0, 1573.0, 488477.0, 52.0, 0.0, 0.0, 0.0, 92.0, 43.0
mip7119, 1, 2995.0, 4420.0, 524593.0, 0.129994, 0.213934, 0.499864, 325.0, 2670.0, 0.108514, 0.891486, 0.504381, 1.93221, 0.140917, 2.25745, -0.00325892, -38.0294, 0.147059, 2.55993, 0.0198928, 25.444, 0.270542, 5.96815, 2.05308, 4.42993, 0.000639916, 66.4756, 118.539, 2.37522, 196.233, 1.49977, 649.0, 0.631696, 1.3956, 1.04573, 14.5738, 0.00695365, 187.606, 2.2171, 3.24904, 0.000374532, 0.0193492, 4.77719e-07, 2.46801e-05, 1.33761e-05, 0.000691043, 118.686, 2.37351, 175.156, 1.62352, 650.0, 0.651589, 1.54169, 0.96161, 14.9764, 0.00860952, 154.562, 2.25343, 3.1957, 0.00033389, 0.0182696, 4.2588e-07, 2.33031e-05, 1.19246e-05, 0.000652486, 1.0, 0.0, 0.27, 2056.0, 1579.0, 520181.0, 51.0, 0.0, 0.0, 0.0, 28.0, 14.0
mip7884, 1, 2937.0, 4304.0, 478396.0, 0.130848, 0.210322, 0.494214, 296.0, 2641.0, 0.100783, 0.899217, 0.501347, 1.86575, 0.154805, 2.16861, -0.000583429, -184.465, 0.137546, 2.67479, 0.0169865, 27.842, 0.246993, 6.23782, 1.4506, 2.40897, 0.000657162, 65.5973, 111.014, 2.46583, 180.918, 1.4863, 591.0, 0.622704, 1.41078, 1.01481, 15.095, 0.00810475, 194.755, 2.07021, 3.37139, 0.000378644, 0.0194551, 4.82965e-07, 2.48152e-05, 1.3523e-05, 0.000694825, 111.151, 2.46408, 162.886, 1.59998, 592.0, 0.639691, 1.54502, 0.937429, 15.5065, 0.0092597, 170.787, 2.10159, 3.31923, 0.000340483, 0.0184491, 4.3429e-07, 2.3532e-05, 1.21601e-05, 0.000658895, 1.0, 0.0, 0.25, 2015.0, 1544.0, 474105.0, 45.0, 0.0, 0.0, 0.0, 85.0, 43.0
mip5308, 1, 2907.0, 4244.0, 454501.0, 0.128285, 0.20959, 0.499125, 281.0, 2626.0, 0.0966632, 0.903337, 0.504016, 1.8557, 0.175102, 2.01251, -0.00135702, -75.0402, 0.132422, 2.74209, 0.0171369, 27.153, 0.258822, 5.92305, 1.50628, 2.40237, 0.000666453, 65.1383, 106.96, 2.51828, 172.863, 1.47919, 561.0, 0.622514, 1.34563, 1.00607, 15.2678, 0.00813688, 177.262, 1.99373, 3.43819, 0.000380807, 0.0195106, 4.85724e-07, 2.48859e-05, 1.36003e-05, 0.000696806, 107.093, 2.51651, 156.347, 1.58759, 561.0, 0.639651, 1.47958, 0.933842, 15.6437, 0.00935482, 154.583, 2.02478, 3.38464, 0.000343997, 0.018544, 4.38772e-07, 2.3653e-05, 1.22856e-05, 0.000662285, 1.0, 0.0, 0.23, 1976.0, 1517.0, 450237.0, 40.0, 0.0, 1.0, 0.0, 23.0, 10.0
mip1325, 1, 2971.0, 4372.0, 505477.0, 0.136483, 0.21682, 0.499613, 313.0, 2658.0, 0.105352, 0.894648, 0.519339, 1.89558, 0.109299, 2.58299, 0.00347315, 30.0009, 0.143184, 2.60524, 0.0158634, 31.245, 0.221581, 7.22555, 1.15438, 1.47935, 0.000646941, 66.1135, 115.474, 2.41113, 189.936, 1.49424, 625.0, 0.638402, 1.34854, 1.05007, 14.544, 0.00750992, 175.468, 2.15726, 3.29746, 0.000376223, 0.0193928, 4.79876e-07, 2.47357e-05, 1.34365e-05, 0.0006926, 115.617, 2.4094, 170.137, 1.61385, 626.0, 0.654266, 1.51124, 0.96279, 15.0157, 0.00840583, 156.854, 2.19069, 3.24708, 0.000336587, 0.0183432, 4.2932e-07, 2.3397e-05, 1.2021e-05, 0.000655115, 1.0, 0.0, 0.26, 1982.0, 1536.0, 501001.0, 4.0, 0.0, 0.0, 0.0, 7.0, 3.0
mip6364, 1, 3027.0, 4484.0, 550081.0, 0.110542, 0.190639, 0.49539, 341.0, 2686.0, 0.112653, 0.887347, 0.462879, 1.95311, 0.135212, 2.3167, -0.00376243, -30.8272, 0.152096, 2.50378, 0.0213489, 22.2596, 0.280729, 5.31123, 1.52428, 2.6621, 0.000630782, 66.9552, 122.524, 2.33042, 204.542, 1.50706, 681.0, 0.628643, 1.40629, 1.04945, 14.4804, 0.00695471, 187.52, 2.29921, 3.18303, 0.000372301, 0.0192915, 4.74873e-07, 2.46065e-05, 1.32965e-05, 0.000688982, 122.676, 2.32873, 181.725, 1.63628, 682.0, 0.649992, 1.53064, 0.962855, 14.8784, 0.00821204, 159.468, 2.33556, 3.13139, 0.00033036, 0.0181728, 4.21378e-07, 2.31796e-05, 1.17986e-05, 0.000649029, 1.0, 0.0, 0.28, 2082.0, 1600.0, 545609.0, 58.0, 0.0, 0.0, 0.0, 23.0, 11.0
mip8717, 1, 2955.0, 4340.0, 492733.0, 0.200603, 0.299126, 0.499547, 305.0, 2650.0, 0.103215, 0.896785, 0.477849, 1.97122, 0.184264, 1.96028, -0.00200799, -58.9484, 0.140553, 2.63714, 0.0166221, 28.5331, 0.236525, 6.57489, 1.70351, 3.79391, 0.000651711, 65.8711, 113.392, 2.43629, 185.707, 1.49052, 609.0, 0.630175, 1.37429, 1.03206, 14.8212, 0.00696342, 187.803, 2.11957, 3.32714, 0.000377358, 0.0194221, 4.81325e-07, 2.4773e-05, 1.34771e-05, 0.000693645, 113.533, 2.43454, 166.746, 1.60735, 610.0, 0.646798, 1.51509, 0.94995, 15.2599, 0.00834748, 158.26, 2.15356, 3.27408, 0.000338409, 0.0183928, 4.31645e-07, 2.34602e-05, 1.20861e-05, 0.000656886, 1.0, 0.0, 0.25, 2064.0, 1573.0, 488477.0, 579.0, 0.0, 0.0, 0.0, 91.0, 46.0
mip1294, 1, 2997.0, 4424.0, 526186.0, 0.124549, 0.209131, 0.498635, 326.0, 2671.0, 0.108775, 0.891225, 0.505439, 1.84367, 0.114899, 2.4589, 0.000665642, 154.307, 0.147378, 2.55628, 0.0217994, 22.103, 0.29583, 5.15536, 1.11028, 0.806344, 0.000639337, 66.5056, 118.792, 2.37232, 196.756, 1.50023, 651.0, 0.653958, 1.35575, 1.08316, 14.0664, 0.00819019, 173.383, 2.22279, 3.24406, 0.000374392, 0.0193456, 4.7754e-07, 2.46755e-05, 1.33711e-05, 0.000690914, 118.939, 2.37061, 175.571, 1.62432, 652.0, 0.675758, 1.49498, 0.997515, 14.4303, 0.00908453, 156.314, 2.25719, 3.19289, 0.000333667, 0.0182635, 4.25596e-07, 2.32953e-05, 1.19167e-05, 0.000652268, 1.0, 0.0, 0.27, 2039.0, 1571.0, 521733.0, 233.0, 0.0, 0.0, 0.0, 7.0, 3.0
mip9937, 1, 3007.0, 4444.0, 534151.0, 0.138893, 0.224513, 0.498841, 331.0, 2676.0, 0.110076, 0.889924, 0.508501, 1.95363, 0.134178, 2.30025, -0.00143693, -83.0774, 0.148965, 2.53833, 0.017017, 30.2469, 0.228471, 7.16383, 1.23082, 1.37841, 0.00063646, 66.6558, 120.047, 2.35803, 199.361, 1.50251, 661.0, 0.636397, 1.3492, 1.05686, 14.4039, 0.00535076, 287.727, 2.24449, 3.22405, 0.000373692, 0.0193275, 4.76648e-07, 2.46524e-05, 1.33461e-05, 0.000690268, 120.196, 2.35632, 177.636, 1.62832, 662.0, 0.653414, 1.50708, 0.96567, 14.8842, 0.00632574, 243.462, 2.28388, 3.17224, 0.000332557, 0.0182331, 4.2418e-07, 2.32565e-05, 1.1877e-05, 0.000651183, 1.0, 0.0, 0.27, 2104.0, 1606.0, 529793.0, 131.0, 0.0, 0.0, 0.0, 104.0, 53.0
mip7751, 1, 2945.0, 4320.0, 484768.0, 0.112314, 0.195857, 0.499718, 300.0, 2645.0, 0.101868, 0.898132, 0.497355, 1.83605, 0.185218, 1.9524, -0.00157259, -72.5282, 0.138889, 2.65782, 0.0235819, 19.3511, 0.33958, 4.32473, 1.8363, 5.36071, 0.000654729, 65.7191, 112.076, 2.45253, 183.05, 1.48818, 599.0, 0.631589, 1.39299, 1.03156, 14.8407, 0.00759727, 236.887, 2.09454, 3.34801, 0.000378072, 0.0194404, 4.82234e-07, 2.47964e-05, 1.35026e-05, 0.0006943, 112.215, 2.45078, 164.607, 1.60326, 600.0, 0.655171, 1.5089, 0.961066, 15.1055, 0.0090952, 200.285, 2.12869, 3.29283, 0.000339559, 0.018424, 4.3311e-07, 2.35e-05, 1.21271e-05, 0.000658, 1.0, 0.0, 0.25, 2073.0, 1575.0, 480565.0, 90.0, 0.0, 0.0, 0.0, 25.0, 12.0
mip464, 1, 2937.0, 4304.0, 478396.0, 0.12613, 0.208017, 0.497956, 296.0, 2641.0, 0.100783, 0.899217, 0.47705, 1.89848, 0.180627, 1.98357, -0.00195136, -54.6763, 0.137546, 2.67479, 0.0178826, 25.6005, 0.260022, 5.77982, 1.21846, 1.38581, 0.000657162, 65.5973, 111.014, 2.46583, 180.918, 1.4863, 591.0, 0.627495, 1.41621, 1.02262, 14.9798, 0.00890804, 371.402, 2.06702, 3.36939, 0.000378644, 0.0194551, 4.82965e-07, 2.48152e-05, 1.3523e-05, 0.000694825, 111.151, 2.46408, 162.886, 1.59998, 592.0, 0.645378, 1.54562, 0.945763, 15.3695, 0.00990052, 334.088, 2.10517, 3.31341, 0.000340483, 0.0184491, 4.3429e-07, 2.3532e-05, 1.21601e-05, 0.000658895, 1.0, 0.0, 0.24, 2039.0, 1556.0, 474153.0, 6.0, 0.0, 0.0, 0.0, 9.0, 4.0
mip6199, 1, 2935.0, 4300.0, 476803.0, 0.125909, 0.209022, 0.498953, 295.0, 2640.0, 0.100511, 0.899489, 0.438536, 1.87982, 0.131255, 2.44544, -0.00230602, -47.4739, 0.137209, 2.67909, 0.018275, 22.9801, 0.266381, 5.17957, 12.5022, 14.2357, 0.000657774, 65.5668, 110.747, 2.4692, 180.384, 1.48583, 589.0, 0.619832, 1.39912, 1.00957, 15.1781, 0.0153376, 503.18, 2.06761, 3.37183, 0.000378788, 0.0194588, 4.83148e-07, 2.48199e-05, 1.35281e-05, 0.000694957, 110.884, 2.46744, 162.454, 1.59916, 590.0, 0.638107, 1.48686, 0.934875, 15.5542, 0.025559, 361.921, 2.10065, 3.31636, 0.000340716, 0.0184553, 4.34586e-07, 2.354e-05, 1.21684e-05, 0.000659119, 1.0, 0.0, 0.25, 1742.0, 1407.0, 471973.0, 104.0, 0.0, 0.0, 0.0, 99.0, 50.0
mip5981, 1, 2857.0, 4144.0, 414676.0, 0.139268, 0.223718, 0.49992, 256.0, 2601.0, 0.0896045, 0.910396, 0.479911, 1.82019, 0.220077, 1.76545, -0.00301542, -35.624, 0.123552, 2.86913, 0.0174263, 24.7212, 0.282089, 5.23769, 1.34595, 1.27626, 0.000682536, 64.3661, 99.9431, 2.616, 159.233, 1.46707, 511.0, 0.61664, 1.38312, 0.982451, 15.708, 0.00714319, 173.875, 1.85837, 3.56812, 0.000384468, 0.0196041, 4.90392e-07, 2.50052e-05, 1.3731e-05, 0.000700145, 100.067, 2.61418, 145.144, 1.56654, 511.0, 0.634066, 1.49433, 0.919695, 16.0191, 0.00823797, 150.896, 1.88843, 3.50941, 0.000350018, 0.0187055, 4.46451e-07, 2.3859e-05, 1.25006e-05, 0.000668053, 1.0, 0.0, 0.22, 1993.0, 1513.0, 410621.0, 208.0, 0.0, 0.0, 0.0, 2.0, 1.0
mip8206, 1, 2959.0, 4348.0, 495919.0, 0.135128, 0.219651, 0.496683, 307.0, 2652.0, 0.103751, 0.896249, 0.497601, 1.9171, 0.13709, 2.26006, -0.00176721, -60.0094, 0.141214, 2.62904, 0.0174278, 28.2334, 0.246827, 6.548, 1.19946, 1.00641, 0.000650512, 65.9318, 113.916, 2.4299, 186.767, 1.49145, 613.0, 0.629994, 1.39011, 1.03289, 14.8026, 0.00951119, 128.79, 2.12872, 3.31995, 0.000377074, 0.0194147, 4.80962e-07, 2.47637e-05, 1.34669e-05, 0.000693383, 114.057, 2.42816, 167.597, 1.60898, 614.0, 0.647422, 1.54159, 0.951332, 15.227, 0.0104867, 116.854, 2.16199, 3.26733, 0.000337952, 0.0183804, 4.31061e-07, 2.34443e-05, 1.20697e-05, 0.000656442, 1.0, 0.0, 0.25, 2010.0, 1547.0, 491541.0, 2.0, 0.0, 0.0, 0.0, 13.0, 6.0
mip6146, 1, 2929.0, 4288.0, 472024.0, 0.132959, 0.216312, 0.499662, 292.0, 2637.0, 0.0996927, 0.900307, 0.511983, 1.87912, 0.175456, 2.01621, -0.00117927, -93.6201, 0.136194, 2.69216, 0.017662, 27.2032, 0.259366, 6.05546, 1.75825, 4.21536, 0.000659615, 65.4752, 109.944, 2.47941, 178.779, 1.48442, 583.0, 0.625042, 1.35556, 1.01638, 15.0845, 0.00882753, 149.834, 2.0489, 3.39045, 0.000379219, 0.0194698, 4.83697e-07, 2.4834e-05, 1.35435e-05, 0.000695352, 110.08, 2.47765, 161.155, 1.59669, 583.0, 0.642704, 1.5034, 0.940907, 15.4717, 0.0102175, 131.093, 2.08136, 3.33749, 0.000341413, 0.0184742, 4.35476e-07, 2.35641e-05, 1.21933e-05, 0.000659794, 1.0, 0.0, 0.24, 2031.0, 1550.0, 467793.0, 198.0, 0.0, 0.0, 0.0, 36.0, 18.0
mip7614, 1, 2989.0, 4408.0, 519814.0, 0.136005, 0.218266, 0.496877, 322.0, 2667.0, 0.107728, 0.892272, 0.515378, 1.95483, 0.145253, 2.1665, 0.000174539, 590.33, 0.146098, 2.57099, 0.0169076, 30.4582, 0.231455, 7.15641, 1.28523, 1.95152, 0.000641658, 66.3852, 117.779, 2.384, 194.664, 1.49839, 643.0, 0.644584, 1.36522, 1.06536, 14.3125, 0.00613076, 195.188, 2.20407, 3.25828, 0.000374953, 0.0193601, 4.78257e-07, 2.4694e-05, 1.33912e-05, 0.000691431, 117.925, 2.38228, 173.909, 1.62111, 644.0, 0.661491, 1.54397, 0.975528, 14.7775, 0.00716848, 167.239, 2.23856, 3.20759, 0.00033456, 0.0182879, 4.26735e-07, 2.33264e-05, 1.19486e-05, 0.00065314, 1.0, 0.0, 0.27, 2101.0, 1600.0, 515513.0, 62.0, 0.0, 0.0, 0.0, 12.0, 6.0
mip4554, 1, 2949.0, 4328.0, 487954.0, 0.126662, 0.21198, 0.499099, 302.0, 2647.0, 0.102408, 0.897592, 0.512032, 1.86548, 0.182775, 1.94813, -0.00229678, -48.6538, 0.139556, 2.64948, 0.0221613, 21.7328, 0.317596, 4.93492, 1.76135, 5.0647, 0.000653518, 65.7799, 112.604, 2.44598, 184.114, 1.48912, 603.0, 0.628628, 1.3731, 1.02784, 14.8893, 0.00835424, 161.226, 2.10266, 3.34234, 0.000377786, 0.0194331, 4.8187e-07, 2.47871e-05, 1.34924e-05, 0.000694038, 112.744, 2.44424, 165.464, 1.6049, 604.0, 0.650789, 1.51715, 0.955108, 15.1913, 0.00978778, 140.098, 2.1378, 3.28588, 0.000339098, 0.0184115, 4.32523e-07, 2.3484e-05, 1.21106e-05, 0.000657553, 1.0, 0.0, 0.25, 2069.0, 1574.0, 483729.0, 206.0, 0.0, 0.0, 0.0, 87.0, 44.0
mip1894, 1, 2939.0, 4308.0, 479989.0, 0.146866, 0.230126, 0.499005, 297.0, 2642.0, 0.101055, 0.898945, 0.520866, 1.92333, 0.189125, 1.90894, 0.000833101, 135.787, 0.137883, 2.67051, 0.0164449, 30.1592, 0.238533, 6.88282, 1.13552, 0.971211, 0.000656552, 65.6277, 111.28, 2.46248, 181.452, 1.48677, 593.0, 0.638988, 1.33833, 1.04192, 14.7031, 0.00859711, 156.272, 2.07616, 3.36564, 0.000378501, 0.0194514, 4.82782e-07, 2.48105e-05, 1.35179e-05, 0.000694694, 111.418, 2.46073, 163.317, 1.60081, 594.0, 0.655433, 1.50647, 0.960737, 15.1303, 0.00948795, 141.621, 2.10849, 3.31299, 0.000340252, 0.0184428, 4.33995e-07, 2.35239e-05, 1.21518e-05, 0.000658671, 1.0, 0.0, 0.25, 2082.0, 1578.0, 475825.0, 85.0, 0.0, 0.0, 0.0, 25.0, 12.0
